EmployeeId,Gender,First Name,Last Name,Status,Vacancy Type,Rating,Workforce Planning A,Grade Key,Department Key,Division Key,ReasonForLeaving Key,FTE,Birth Date,Join Date,Leave Date
E-00429,Male,Mariusz,Hughes,Growth Role,Replacement,,Temporary,4,6,5,3,0.5,2001-07-01,2022-07-02,
E-00430,Male,Aiden,Perry,Permanent Role,Replacement,On Track,Active,3,6,5,3,1.0,1982-04-15,2006-11-21,2011-11-08
E-00431,Female,Lucy,Gray,Permanent Role,New,On Track,Temporary,3,6,5,1,1.0,1993-11-07,2016-06-26,
E-00432,Male,Smith,Howard,Permanent Role,Replacement,,Active,7,6,4,3,1.0,1998-04-13,2024-12-12,
E-00433,Female,Rania,Walters,Permanent Role,Replacement,,Active,4,2,5,1,1.0,1991-04-25,2014-12-24,
E-00434,Male,Thompson,Grant,Permanent Role,Replacement,On Track,Inactive,3,6,4,6,1.0,1966-03-20,2005-09-23,2011-11-22
E-00435,Male,Toby,Richardson,Permanent Role,Replacement,On Track,Active,3,5,5,1,1.0,1984-05-26,2020-07-17,2022-12-08
E-00436,Female,Sumaya,Francis,Permanent Role,Replacement,,Active,5,5,3,3,1.0,1995-10-03,2018-04-14,
E-00437,Male,Oscar,Chen,Growth Role,Replacement,,Active,4,2,5,3,1.0,1996-06-12,2018-02-10,
E-00438,Male,Sebastian,Chapman,Permanent Role,Replacement,,Temporary,7,4,4,5,1.0,1985-06-03,2020-08-18,
E-00439,Male,Adam,Turner,Permanent Role,New,On Track,Active,4,4,2,1,0.5,1974-02-10,2016-06-17,
E-00440,Female,Emma,Ellis,Permanent Role,Replacement,,Active,5,8,5,7,1.0,1981-09-02,2013-08-18,2022-01-22
E-00441,Female,Samira,Nicholson,Permanent Role,Replacement,,Active,5,2,4,4,1.0,1984-08-26,2021-08-27,
E-00442,Female,Noor,Brown,Permanent Role,Replacement,,Inactive,4,2,3,2,1.0,1994-11-07,2017-04-29,2023-06-24
E-00443,Male,Jasper,Brooks,Permanent Role,New,On Track,Temporary,4,6,3,3,1.0,1980-10-19,2010-10-02,2011-05-24
E-00444,Male,Elliot,Parker,Permanent Role,Replacement,High On Track,Temporary,2,3,5,1,1.0,1972-03-31,1999-02-16,2012-10-21
E-00445,Male,Felix,Edwards,Permanent Role,Replacement,,Active,3,8,5,3,1.0,1992-06-09,2023-01-13,
E-00446,Male,Roman,Kelly,Growth Role,Replacement,,Active,6,6,2,6,1.0,1982-11-18,2011-07-12,
E-00447,Male,Elliot,Cox,Permanent Role,Replacement,Under,Active,5,5,4,7,1.0,1985-05-19,2007-11-24,2016-10-15
E-00448,Male,Jamie,Adebayo,Permanent Role,Replacement,,Temporary,3,4,5,5,1.0,1974-06-22,2021-03-21,
E-00449,Male,Stephen,Chukwu,Permanent Role,Replacement,On Track,Active,3,5,4,5,1.0,1982-07-20,2021-10-20,
E-00450,Female,Ngozi,Pearson,Permanent Role,Replacement,High On Track,Active,4,8,2,5,1.0,1979-08-18,2014-12-23,
E-00451,Male,Michael,Allen,Permanent Role,New,On Track,Temporary,4,7,4,3,0.5,1968-09-28,2019-05-18,
E-00452,Female,Lucy,Cox,Permanent Role,Replacement,,Active,5,4,5,7,1.0,1972-04-11,2010-01-19,2014-06-27
E-00453,Male,Benjamin,Cook,Permanent Role,Replacement,On Track,Active,3,6,5,1,1.0,1972-09-20,1997-12-30,2015-12-27
E-00454,Male,Noah,Hughes,Permanent Role,Replacement,Under,Temporary,3,6,5,1,1.0,1961-08-07,2012-05-21,2022-08-21
E-00455,Male,Ryan,Williams,Permanent Role,Replacement,On Track,Active,4,3,5,3,1.0,1987-10-19,2010-04-05,
E-00456,Male,Smith,Hall,Growth Role,Replacement,On Track,Temporary,1,2,4,7,1.0,1979-05-16,2002-07-24,2025-01-22
E-00457,Male,Benjamin,Hunter,Growth Role,Replacement,Under,Active,4,3,4,5,1.0,1970-05-26,1997-08-02,2004-12-06
E-00458,Male,Omar,Matthews,Permanent Role,Replacement,,Active,3,4,4,6,1.0,2001-05-13,2022-07-17,2024-09-10
E-00459,Male,Joshua,Hawkins,Permanent Role,Replacement,High On Track,Temporary,5,2,1,5,1.0,1980-03-22,2014-07-21,
E-00460,Male,Simon,Brown,Permanent Role,Replacement,On Track,Temporary,4,6,3,5,1.0,1979-09-15,2012-08-03,2021-03-06
E-00461,Male,Smith,Smith,Growth Role,Replacement,,Temporary,3,5,3,3,1.0,1977-05-19,2014-07-21,2017-10-02
E-00462,Female,Nadia,Patel,Permanent Role,Replacement,On Track,Temporary,4,5,3,3,1.0,1966-08-30,2013-01-06,
E-00463,Male,Roman,Atkinson,Growth Role,Replacement,High On Track,Temporary,4,3,5,7,1.0,1989-02-13,2021-07-31,
E-00464,Female,Amelia,Clark,Permanent Role,Replacement,Under,Temporary,5,6,1,3,0.5,1989-03-01,2021-01-09,
E-00465,Female,Maja,Morrison,Permanent Role,Replacement,,Active,3,5,5,5,1.0,1984-06-20,2007-01-12,2017-09-25
E-00466,Male,Benjamin,Russell,Growth Role,Replacement,Under,Temporary,3,5,5,4,1.0,1973-04-08,2012-10-26,2014-08-02
E-00467,Male,Martin,Harrison,Permanent Role,Replacement,High On Track,Inactive,7,6,4,5,1.0,1974-10-11,2022-10-28,
E-00468,Female,Yetunde,Holmes,Permanent Role,Replacement,On Track,Temporary,2,5,5,5,1.0,1979-03-29,2023-11-29,2024-06-19
E-00469,Male,Noah,Watson,Growth Role,Replacement,,Active,6,3,5,3,1.0,1991-04-14,2019-01-08,
E-00470,Female,Nia,Cox,Permanent Role,Replacement,,Active,1,2,2,3,1.0,1971-02-10,2014-12-15,
E-00471,Male,Kyle,Green,Permanent Role,Replacement,High On Track,Temporary,3,5,3,3,1.0,1978-04-05,2010-09-15,2016-12-28
E-00472,Male,Joshua,Gibson,Permanent Role,Replacement,Under,Temporary,4,5,5,3,1.0,1994-06-03,2019-09-20,
E-00473,Male,Kyle,Baxter,Permanent Role,New,On Track,Active,5,1,5,3,1.0,1968-07-08,2023-07-20,
E-00474,Female,Kristina,Yamamoto,Permanent Role,Replacement,High On Track,Active,5,5,4,4,1.0,2000-07-30,2021-12-31,
E-00475,Male,Ryan,Higgins,Permanent Role,New,On Track,Temporary,3,6,5,7,1.0,1986-02-21,2020-05-18,2021-07-15
E-00476,Male,Joseph,Wright,Permanent Role,New,On Track,Active,4,4,5,5,0.5,1989-10-11,2019-10-04,
E-00477,Female,Ngozi,Shaw,Growth Role,Replacement,,Active,4,1,5,3,1.0,2000-03-18,2022-06-02,
E-00478,Male,Brandon,Lane,Permanent Role,Replacement,On Track,Active,3,4,5,3,1.0,1977-11-27,2012-10-29,
E-00479,Male,Jayden,Foster,Permanent Role,Replacement,High On Track,Active,6,1,3,1,1.0,1984-08-14,2018-06-06,
E-00480,Male,Harry,Campbell,Permanent Role,Replacement,High On Track,Active,6,3,1,3,1.0,2001-05-11,2022-08-14,
E-00481,Female,Camille,Yamamoto,Permanent Role,Replacement,Under,Inactive,3,1,5,3,1.0,1988-04-25,2023-07-01,
E-00482,Male,Owen,Holmes,Permanent Role,New,,Active,4,5,5,3,1.0,1984-05-04,2021-01-12,
E-00483,Male,Noah,Gordon,Growth Role,New,High On Track,Active,5,3,4,7,1.0,1977-04-04,2003-08-13,2021-07-08
E-00484,Male,Sven,Ward,Permanent Role,Replacement,,Active,5,2,5,3,1.0,1987-09-17,2022-04-21,
E-00485,Male,Omar,Marshall,Permanent Role,Replacement,On Track,Inactive,7,3,4,7,1.0,1968-12-30,1996-07-30,2002-01-29
E-00486,Male,Pavel,Henderson,Growth Role,Replacement,High On Track,Active,4,5,2,3,0.5,2000-11-14,2021-11-21,
E-00487,Male,Dylan,Rowe,Growth Role,Replacement,On Track,Active,4,5,4,3,1.0,1981-01-05,2004-10-29,2018-09-01
E-00488,Male,George,Scott,Permanent Role,Replacement,On Track,Active,4,7,5,4,0.5,1983-03-22,2022-08-19,
E-00489,Male,Anthony,Tanaka,Permanent Role,New,High On Track,Active,3,1,4,6,1.0,1979-11-19,2014-05-27,
E-00490,Female,Sofia,Lawrence,Growth Role,Replacement,,Active,4,6,5,5,1.0,1971-04-24,1998-08-24,2011-03-22
E-00491,Female,Veronika,Price,Permanent Role,Replacement,,Temporary,5,5,5,7,1.0,1980-01-24,2023-04-16,
E-00492,Male,Leo,Curtis,Permanent Role,Replacement,On Track,Temporary,5,2,4,4,1.0,1981-02-16,2019-09-19,2023-09-02
E-00493,Female,Alice,Howard,Permanent Role,Replacement,,Temporary,3,3,2,5,1.0,1984-10-26,2010-05-09,
E-00494,Male,Marek,Hall,Permanent Role,Replacement,Under,Active,4,2,5,7,0.5,1991-06-26,2022-09-04,
E-00495,Male,Erik,Russell,Growth Role,Replacement,On Track,Active,4,8,5,4,1.0,1979-01-27,2012-02-13,2022-01-11
E-00496,Male,Aiden,Roberts,Permanent Role,Replacement,,Active,4,4,5,5,1.0,1974-12-30,1998-03-10,2020-03-17
E-00497,Male,Charlie,Russell,Permanent Role,New,On Track,Active,4,6,5,3,1.0,1992-06-07,2020-08-01,2025-02-26
E-00498,Male,Paul,Sanders,Growth Role,Replacement,,Active,3,7,5,3,1.0,1991-06-19,2017-02-09,
E-00499,Male,Martin,James,Permanent Role,Replacement,High On Track,Temporary,1,6,5,1,1.0,1982-01-15,2004-11-09,
E-00500,Male,Pavel,Holmes,Permanent Role,Replacement,On Track,Active,2,6,1,5,1.0,1974-09-21,2002-09-30,2011-02-25
E-00501,Male,Luka,Hamilton,Permanent Role,New,High On Track,Temporary,5,5,5,3,1.0,1991-11-15,2018-07-13,
E-00502,Female,Nia,Baker,Growth Role,Replacement,On Track,Temporary,4,5,3,3,1.0,2003-01-10,2024-10-18,
E-00503,Male,Hassan,Hawkins,Permanent Role,New,,Temporary,2,3,5,1,1.0,1985-12-23,2016-08-28,
E-00504,Male,Simon,Lane,Growth Role,Replacement,,Temporary,3,8,3,1,1.0,1979-10-15,2021-03-10,
E-00505,Male,Jayden,Nguyen,Permanent Role,Replacement,,Active,4,4,4,1,1.0,1986-02-27,2019-11-06,
E-00506,Female,Victoria,Benson,Growth Role,Replacement,,Temporary,6,3,3,7,1.0,1966-09-20,2002-09-23,2020-08-17
E-00507,Female,Huda,Adams,Growth Role,Replacement,,Temporary,3,5,5,5,1.0,1983-10-24,2015-07-09,
E-00508,Female,Tariro,Okafor,Permanent Role,Replacement,On Track,Temporary,6,5,4,3,0.5,1984-03-22,2021-09-06,
E-00509,Male,Marek,Baxter,Permanent Role,Replacement,,Temporary,5,2,4,1,1.0,1988-03-29,2020-05-10,
E-00510,Female,Fatimah,Roberts,Growth Role,Replacement,On Track,Active,5,1,4,7,1.0,1975-03-04,2018-09-02,
E-00511,Male,Marek,Shaw,Growth Role,Replacement,Under,Active,5,5,5,5,1.0,1974-03-03,2014-11-27,
E-00512,Male,Nathan,Knight,Permanent Role,New,,Temporary,3,6,5,1,1.0,1975-05-10,2009-02-10,2022-07-15
E-00513,Female,Samantha,Thomas,Growth Role,Replacement,,Active,3,5,5,3,1.0,2001-10-14,2025-01-23,
E-00514,Male,Robert,Clark,Permanent Role,New,On Track,Active,1,5,5,2,1.0,2002-10-26,2023-11-22,
E-00515,Male,Milo,Holland,Permanent Role,Replacement,,Temporary,5,7,4,5,1.0,1974-08-27,2004-10-22,2015-07-27
E-00516,Female,Francesca,Sanders,Growth Role,Replacement,,Active,4,5,4,5,1.0,1997-03-22,2021-11-14,
E-00517,Female,Aisha,Abebe,Permanent Role,Replacement,,Active,6,4,5,6,1.0,2001-04-07,2022-08-09,
E-00518,Female,Rosie,Ndlovu,Growth Role,Replacement,,Active,4,4,3,5,0.5,1979-08-31,2000-12-29,2017-03-20
E-00519,Male,Jan,Murray,Permanent Role,Replacement,Under,Active,4,3,3,5,1.0,1972-01-01,2024-07-09,
E-00520,Male,Kristian,Bell,Permanent Role,Replacement,,Temporary,3,5,5,7,1.0,1973-01-15,1995-03-30,2018-11-11
E-00521,Male,Thompson,Fletcher,Permanent Role,Replacement,,Temporary,5,5,2,2,1.0,1961-09-14,1992-05-24,1994-11-10
E-00522,Female,Georgia,Chen,Permanent Role,Replacement,,Active,4,2,3,4,1.0,1995-06-04,2023-04-16,
E-00523,Female,Sofia,Green,Growth Role,Replacement,,Active,2,4,5,5,0.5,1970-01-09,2001-08-13,2022-10-06
E-00524,Female,Aisha,Tanaka,Permanent Role,New,,Temporary,7,5,5,5,1.0,1977-09-05,2005-07-13,2011-02-16
E-00525,Male,John,Williams,Growth Role,Replacement,High On Track,Temporary,3,2,2,5,1.0,1995-12-25,2024-06-05,
E-00526,Male,Jayden,Owen,Permanent Role,New,On Track,Temporary,6,4,5,2,1.0,1984-12-18,2007-08-08,
E-00527,Female,Eleanor,Rose,Permanent Role,Replacement,On Track,Active,2,5,4,3,1.0,1975-03-30,2016-04-01,2018-07-28
E-00528,Female,Matilda,Porter,Permanent Role,Replacement,On Track,Active,4,3,4,3,0.5,1973-06-29,2006-11-11,2022-08-05
E-00529,Male,Benjamin,Morrison,Permanent Role,Replacement,On Track,Temporary,4,7,5,7,0.5,1979-08-14,2015-11-27,
E-00530,Male,Jamie,Knight,Permanent Role,New,,Active,5,8,5,1,1.0,1996-06-13,2020-07-21,
E-00531,Male,Matteo,Brown,Growth Role,Replacement,,Temporary,3,4,4,2,0.5,1970-07-22,1999-02-24,2019-07-24
E-00532,Female,Makena,Gibson,Permanent Role,Replacement,,Active,2,6,1,1,1.0,1969-02-27,1999-10-16,2002-12-17
E-00533,Female,Rania,Holt,Growth Role,Replacement,,Temporary,1,3,1,3,1.0,1982-02-04,2009-03-16,2018-01-20
E-00534,Male,Owen,Brooks,Permanent Role,Replacement,,Active,4,2,5,3,1.0,1970-02-26,2024-11-21,
E-00535,Male,Mohammed,Mitchell,Permanent Role,Replacement,Under,Active,3,2,5,5,1.0,1980-09-01,2020-05-05,2021-09-03
E-00536,Female,Sumaya,Fisher,Permanent Role,Replacement,,Active,2,4,3,7,1.0,1981-03-22,2013-06-08,
E-00537,Male,Lewis,Kamau,Permanent Role,New,On Track,Temporary,2,4,5,3,0.5,1970-07-27,2006-02-27,2019-09-20
E-00538,Male,Theo,Rowe,Growth Role,Replacement,Under,Active,2,5,4,3,1.0,1982-06-19,2013-11-08,
E-00539,Male,Callum,Gibbs,Growth Role,Replacement,On Track,Inactive,5,6,4,5,1.0,1976-12-20,2004-03-20,2024-08-01
E-00540,Male,Sven,Barnett,Permanent Role,Replacement,On Track,Active,6,6,1,7,1.0,1973-02-15,2017-06-28,
E-00541,Male,Simon,Reynolds,Permanent Role,Replacement,,Active,3,7,3,7,1.0,1989-12-07,2015-12-18,
E-00542,Female,Anna,Wright,Growth Role,Replacement,High On Track,Active,6,4,5,6,1.0,1969-09-08,2014-09-26,2017-12-24
E-00543,Male,Benjamin,Lawrence,Permanent Role,Replacement,,Temporary,5,8,5,5,1.0,1970-09-20,2016-10-13,
E-00544,Male,Mason,Pearson,Permanent Role,Replacement,,Temporary,5,3,2,5,1.0,1978-02-24,2017-09-26,
E-00545,Male,Henry,Douglas,Growth Role,Replacement,,Temporary,3,3,4,5,0.5,1963-12-24,1998-01-31,2003-05-31
E-00546,Male,Jayden,Tanaka,Permanent Role,Replacement,,Temporary,4,5,4,5,1.0,1989-09-26,2016-06-03,
E-00547,Male,Elliot,Jordan,Permanent Role,Replacement,,Active,4,7,2,1,1.0,1991-08-16,2025-05-13,
E-00548,Male,Daniel,Gordon,Permanent Role,Replacement,High On Track,Temporary,5,8,5,5,1.0,1996-06-08,2020-04-06,2024-10-23
E-00549,Male,Pavel,Watson,Permanent Role,Replacement,,Active,2,4,5,6,0.5,1980-10-31,2009-04-06,2021-06-26
E-00550,Male,Adam,Hill,Growth Role,Replacement,,Inactive,4,4,3,7,1.0,1977-01-03,2003-11-26,2014-07-07
E-00551,Male,Alfie,Ndlovu,Permanent Role,New,On Track,Active,3,3,3,5,1.0,1984-06-14,2009-08-26,2014-09-11
E-00552,Female,Katarina,Ellis,Permanent Role,New,,Active,3,4,5,3,1.0,1995-03-28,2020-08-22,2023-05-09
E-00553,Male,Martin,Carroll,Growth Role,Replacement,On Track,Temporary,2,6,5,5,1.0,1985-08-21,2014-12-26,
E-00554,Male,Paul,Mason,Growth Role,Replacement,On Track,Active,2,5,4,4,1.0,1969-02-15,1997-11-27,2014-12-31
E-00555,Female,Fatimah,Hill,Permanent Role,Replacement,On Track,Temporary,3,6,3,4,1.0,1980-07-18,2016-08-12,
E-00556,Female,Millie,Pearson,Permanent Role,Replacement,,Active,2,7,5,3,1.0,1982-03-16,2008-04-16,2008-11-01
E-00557,Male,Henry,Hawkins,Permanent Role,Replacement,On Track,Active,4,6,5,5,1.0,1985-02-16,2009-01-01,2009-09-12
E-00558,Male,Martin,Newton,Permanent Role,Replacement,On Track,Active,6,5,5,2,1.0,1972-10-27,1995-02-14,2016-04-06
E-00559,Male,Andreas,Murray,Permanent Role,Replacement,High On Track,Temporary,3,8,5,7,1.0,1965-05-29,2021-12-16,
E-00560,Female,Martina,Shaw,Growth Role,New,Under,Temporary,3,4,2,7,0.5,1991-01-04,2014-03-21,
E-00561,Male,Finley,Hall,Growth Role,Replacement,,Active,1,3,3,1,1.0,1997-05-16,2021-09-04,
E-00562,Male,Theo,Allen,Permanent Role,New,,Active,4,5,5,5,1.0,1969-11-25,1997-12-21,2007-02-07
E-00563,Male,Connor,Walsh,Growth Role,New,,Active,5,3,5,3,1.0,1986-10-23,2024-11-11,
E-00564,Female,Martina,Lewis,Permanent Role,New,,Active,7,3,3,4,1.0,1970-11-26,2006-10-22,2012-02-16
E-00565,Female,Zuzanna,Chen,Permanent Role,Replacement,On Track,Active,3,3,3,3,1.0,1972-02-27,2019-11-22,2022-07-23
E-00566,Female,Zuri,Perry,Permanent Role,Replacement,Under,Active,5,8,4,3,1.0,1969-09-11,1996-07-28,2004-11-15
E-00567,Male,Sebastian,Henderson,Permanent Role,Replacement,Under,Active,3,3,5,5,1.0,1990-10-05,2018-12-16,
E-00568,Female,Sana,Bailey,Growth Role,Replacement,,Active,4,3,5,3,1.0,1991-10-24,2022-09-16,
E-00569,Male,Liam,Booth,Permanent Role,Replacement,,Temporary,3,3,4,7,1.0,1970-11-25,1992-05-13,1999-12-10
E-00570,Male,Joseph,Walsh,Permanent Role,Replacement,,Active,5,6,5,2,1.0,1973-02-18,2003-04-17,2010-12-12
E-00571,Male,Sven,Phillips,Growth Role,Replacement,,Temporary,5,7,4,3,1.0,1989-03-15,2023-01-27,
E-00572,Male,Julian,Ward,Growth Role,Replacement,,Active,2,3,1,2,1.0,1971-08-17,2008-06-11,2018-10-22
E-00573,Male,David,Benson,Permanent Role,Replacement,,Temporary,7,5,5,5,1.0,1984-09-26,2021-07-26,
E-00574,Male,Theo,Cole,Growth Role,Replacement,Under,Active,4,5,3,1,0.5,1975-02-23,1996-11-28,2020-08-02
E-00575,Male,Kacper,Bell,Permanent Role,Replacement,Under,Active,4,1,5,3,1.0,1976-12-05,2020-10-12,
E-00576,Female,Zahra,Barnes,Permanent Role,Replacement,,Active,5,5,1,4,1.0,1986-02-17,2024-09-16,
E-00577,Male,James,Hall,Permanent Role,Replacement,High On Track,Temporary,5,2,2,3,1.0,1976-05-06,2019-06-13,
E-00578,Female,Kwamboka,Henderson,Permanent Role,Replacement,,Temporary,3,7,5,3,1.0,1982-05-14,2009-09-04,2021-11-19
E-00579,Male,Cameron,Bennett,Growth Role,Replacement,On Track,Temporary,5,2,5,3,1.0,1985-11-19,2013-07-10,
E-00580,Female,Farah,Reynolds,Permanent Role,Replacement,On Track,Active,3,4,5,3,1.0,1967-08-15,2011-08-03,2019-07-02
E-00581,Female,Aisha,Hart,Permanent Role,New,,Temporary,5,4,1,7,0.5,1981-11-17,2024-05-12,
E-00582,Female,Charlotte,Gordon,Permanent Role,New,On Track,Active,5,4,5,7,1.0,1979-12-29,2015-06-17,2021-02-18
E-00583,Male,Leo,Hawkins,Permanent Role,Replacement,High On Track,Active,1,4,5,7,1.0,1973-03-14,2002-06-22,2024-06-27
E-00584,Male,Leo,Hughes,Permanent Role,Replacement,,Temporary,5,4,3,3,1.0,1985-03-14,2016-10-06,
E-00585,Female,Maria,Hudson,Permanent Role,Replacement,On Track,Inactive,4,4,5,5,1.0,1961-02-23,2017-07-09,
E-00586,Male,Mason,Scott,Permanent Role,Replacement,,Temporary,2,3,2,4,0.5,1980-11-30,2023-01-25,
E-00587,Female,Aurora,Lewis,Growth Role,Replacement,High On Track,Temporary,4,6,5,4,1.0,1981-12-30,2022-05-21,
E-00588,Female,Charlotte,Thompson,Growth Role,Replacement,On Track,Active,1,7,5,5,1.0,1985-05-14,2014-11-08,2024-09-07
E-00589,Male,Sven,Green,Permanent Role,Replacement,On Track,Active,1,7,5,3,1.0,1981-09-23,2009-04-19,2022-01-07
E-00590,Male,Adam,Gibbs,Permanent Role,Replacement,,Active,3,6,5,7,1.0,1996-05-31,2017-12-04,2023-10-21
E-00591,Female,Rosie,Barker,Permanent Role,New,,Active,6,7,5,5,1.0,2001-10-31,2023-10-12,
E-00592,Male,Mason,Young,Permanent Role,New,,Active,6,4,5,7,0.5,1999-09-13,2023-12-31,
E-00593,Male,Philip,Newton,Permanent Role,Replacement,,Active,4,4,4,1,0.5,1974-03-08,2006-03-07,2025-06-26
E-00594,Male,Peter,Parker,Permanent Role,Replacement,,Active,2,5,5,5,1.0,1986-06-23,2007-07-04,2010-07-26
E-00595,Female,Ayana,Scott,Permanent Role,Replacement,High On Track,Temporary,5,6,5,3,1.0,1985-04-11,2014-02-20,
E-00596,Male,Milo,Green,Growth Role,Replacement,Under,Active,1,4,3,5,1.0,1996-05-25,2021-10-26,2021-12-19
E-00597,Male,Roman,Baldwin,Permanent Role,Replacement,On Track,Temporary,3,4,2,2,1.0,1970-11-19,1995-08-19,2004-10-19
E-00598,Female,Imani,Bennett,Growth Role,Replacement,,Active,4,8,5,4,1.0,1981-03-15,2008-03-23,2012-07-06
E-00599,Male,Luke,Kamau,Growth Role,Replacement,,Active,4,3,2,4,0.5,1991-09-08,2023-01-27,
E-00600,Male,Joseph,Spencer,Permanent Role,Replacement,On Track,Temporary,5,4,5,1,1.0,1982-12-28,2018-05-28,2023-07-20
E-00601,Male,Connor,Thompson,Permanent Role,New,Under,Temporary,2,5,5,1,1.0,1973-12-04,2001-09-09,
E-00602,Female,Emily,Ndlovu,Growth Role,Replacement,On Track,Temporary,3,2,5,5,1.0,1985-03-10,2016-06-28,2017-09-15
E-00603,Male,Vincent,King,Permanent Role,Replacement,Under,Active,5,4,5,1,1.0,1984-12-21,2020-12-27,2024-01-05
E-00604,Male,Elliot,Knight,Permanent Role,Replacement,,Inactive,6,5,5,5,1.0,1983-10-03,2021-12-07,
E-00605,Male,Jayden,Abebe,Permanent Role,Replacement,,Temporary,6,4,5,5,1.0,1992-04-25,2014-01-11,
E-00606,Male,Owen,Dean,Growth Role,Replacement,,Active,4,6,5,6,1.0,1984-08-27,2016-03-22,2023-09-28
E-00607,Female,Rosie,Kim,Growth Role,Replacement,On Track,Temporary,4,7,4,7,1.0,1972-09-26,2004-06-27,
E-00608,Female,Layla,Wood,Permanent Role,New,High On Track,Active,4,3,1,4,1.0,1966-12-29,2021-01-08,
E-00609,Male,Pavel,Evans,Growth Role,New,,Active,5,3,5,5,1.0,1981-06-29,2002-07-04,2018-05-06
E-00610,Male,Ethan,Okafor,Permanent Role,Replacement,High On Track,Active,3,5,5,3,0.5,1977-02-02,1998-02-03,2014-11-16
E-00611,Female,Hannah,Jordan,Permanent Role,New,High On Track,Active,5,4,4,6,1.0,1973-09-11,2022-07-07,
E-00612,Male,Ali,Pearce,Permanent Role,Replacement,On Track,Temporary,4,3,3,3,1.0,1973-01-15,1994-04-23,2000-03-25
E-00613,Female,Magdalena,Davies,Growth Role,Replacement,,Temporary,5,4,5,4,1.0,1967-04-24,2018-07-21,
E-00614,Male,Cameron,Atkinson,Permanent Role,Replacement,Under,Temporary,5,3,5,3,1.0,1993-05-12,2024-06-25,
E-00615,Female,Jana,Morris,Growth Role,New,On Track,Active,3,3,4,3,1.0,1982-04-27,2018-07-22,
E-00616,Male,Riley,Russell,Growth Role,Replacement,On Track,Active,2,3,5,3,1.0,1981-03-10,2023-05-05,
E-00617,Female,Layla,Reynolds,Permanent Role,Replacement,On Track,Active,3,3,5,1,1.0,1994-10-20,2022-07-01,
E-00618,Male,Mason,Grant,Permanent Role,New,,Temporary,5,5,4,4,1.0,1962-03-02,1988-08-09,1993-06-01
E-00619,Female,Freya,Ellis,Permanent Role,Replacement,,Active,5,4,2,3,1.0,1984-06-21,2008-05-20,2023-04-02
E-00620,Female,Hannah,Hall,Permanent Role,Replacement,,Active,5,1,5,7,1.0,1989-11-15,2022-06-06,
E-00621,Male,Roman,Diallo,Permanent Role,Replacement,,Temporary,5,3,4,3,0.5,1981-02-12,2005-02-01,2025-01-31
E-00622,Female,Abigail,Yamamoto,Growth Role,Replacement,,Active,2,7,4,3,1.0,1980-10-30,2011-02-21,2023-10-10
E-00623,Female,Imogen,Pearson,Permanent Role,Replacement,On Track,Temporary,3,6,4,5,1.0,1983-02-04,2004-02-27,2011-06-29
E-00624,Male,Sven,Newton,Permanent Role,Replacement,On Track,Active,2,8,3,1,1.0,1983-07-16,2018-01-17,
E-00625,Male,George,Phillips,Growth Role,Replacement,On Track,Active,4,3,5,3,1.0,1968-12-22,2007-01-20,
E-00626,Male,Kyle,Bailey,Growth Role,Replacement,,Active,3,1,5,7,1.0,1976-09-24,2018-11-17,2022-05-20
E-00627,Female,Sofia,Dean,Permanent Role,Replacement,On Track,Active,4,7,5,2,1.0,1991-02-03,2015-10-25,2022-07-09
E-00628,Female,Ayana,Lane,Permanent Role,Replacement,,Temporary,5,2,3,4,1.0,1979-12-09,2021-05-28,
E-00629,Female,Lucia,Edwards,Permanent Role,New,,Active,7,1,2,3,1.0,1986-06-27,2023-11-20,
E-00630,Male,Matthew,Rose,Permanent Role,Replacement,,Active,3,6,2,4,1.0,1978-10-26,2003-11-29,2017-08-31
E-00631,Male,Gabriel,Pearson,Permanent Role,Replacement,,Active,4,3,3,3,1.0,1988-02-28,2020-07-24,
E-00632,Male,Nico,Simpson,Permanent Role,Replacement,High On Track,Temporary,4,5,2,2,1.0,1971-04-02,2017-10-26,
E-00633,Male,Finley,Murray,Permanent Role,Replacement,On Track,Active,7,2,5,3,0.5,1970-04-17,2020-07-16,
E-00634,Male,Hassan,Stephens,Permanent Role,Replacement,High On Track,Temporary,3,4,4,3,1.0,1979-01-20,2016-12-19,
E-00635,Male,Owen,Berry,Permanent Role,New,,Temporary,3,2,4,2,1.0,1976-01-31,2012-03-29,
E-00636,Male,Andreas,Chapman,Permanent Role,Replacement,,Temporary,4,4,4,5,1.0,1971-05-11,2001-10-20,2009-03-18
E-00637,Female,Isabella,Hill,Growth Role,Replacement,High On Track,Active,4,8,1,3,1.0,1985-10-29,2022-06-27,
E-00638,Male,Emil,Pearce,Permanent Role,Replacement,,Active,5,5,5,3,1.0,1971-06-26,2014-07-14,2015-07-14
E-00639,Male,Lucas,King,Permanent Role,New,,Active,2,2,5,2,1.0,1989-10-08,2014-03-07,
E-00640,Female,Emma,Burgess,Growth Role,New,On Track,Active,5,8,5,5,1.0,1975-08-26,2012-03-09,2024-03-16
E-00641,Male,Ethan,Abebe,Growth Role,Replacement,,Temporary,3,3,5,6,1.0,1982-09-05,2008-04-13,2019-12-12
E-00642,Male,David,White,Permanent Role,Replacement,High On Track,Active,5,6,1,5,1.0,1988-02-09,2013-03-31,
E-00643,Male,Andreas,Reed,Growth Role,New,,Temporary,1,4,5,3,1.0,1980-04-18,2005-09-11,2013-04-02
